data_size(MB),time(ms)
10,3.278
8,2.582
16,5.121
24,7.662
32,10.179
256,81.259
272,86.323
320,101.598
40,12.594
392,123.064
12,3.876
20,6.397
128,40.626
140,44.475
160,50.805
4,1.331
196,61.590
144,45.731
28,8.947
6,1.935
14,4.514
64,20.333
74,23.506
80,25.403
2,0.675
98,31.166
22,6.958
3,0.993
11,3.534
41,13.051
1,0.372
9,2.888
50,15.759
48,15.399
23,7.238
15,4.799
19,6.042
7,2.286
512,162.446
544,172.528
640,202.990
786,246.316
280,87.896
288,91.360
56,17.845
148,46.974
44,13.834
82,26.046
18,5.731
96,30.505
46,14.455
30,9.568
38,11.940
1024,324.760
1088,345.073
1280,405.944
1572,492.576
560,177.600
576,182.662
112,35.545
296,93.936
88,27.529
164,52.049
36,11.469
192,60.921
92,28.814
60,19.078
76,23.775
2048,649.466
2176,690.418
2560,811.870
3142,984.173
1120,355.198
1152,365.314
224,71.089
592,187.794
176,55.136
328,104.078
72,22.884
384,121.815
184,57.651
120,38.098
152,47.604
