data_size(MB),time(ms)
25,8.013
20,6.397
40,12.594
60,19.078
80,25.403
512,162.446
552,175.176
640,202.990
100,31.376
1002,313.922
30,9.568
50,15.759
256,81.259
286,90.816
320,101.598
10,3.278
502,157.355
296,93.936
70,22.268
15,4.799
35,11.174
128,40.626
153,48.627
160,50.805
5,1.643
250,78.583
168,53.354
55,17.315
7,2.286
27,8.781
64,20.333
86,27.540
2,0.675
22,6.958
126,40.010
104,33.091
57,18.051
37,11.988
47,14.963
17,5.598
120,38.098
1024,324.760
1104,350.177
1280,405.944
200,62.722
2004,628.019
572,181.526
592,187.794
140,44.475
306,97.191
336,106.588
110,34.481
173,54.955
45,14.373
208,66.056
115,36.080
75,23.874
95,29.781
240,76.207
2048,649.466
2208,700.286
2560,811.870
400,125.415
4008,1255.567
1144,362.888
1184,375.574
280,87.896
612,194.251
672,213.127
220,69.014
346,109.813
90,28.629
416,131.985
230,72.213
150,47.684
190,59.601
480,152.337
4096,1299.065
4416,1000000000.000
5120,1000000000.000
800,250.827
8016,1000000000.000
2288,725.650
2368,750.996
560,177.600
1224,388.298
1344,426.279
440,137.970
692,219.632
180,57.199
832,263.969
460,144.261
300,95.261
380,119.228
