data_size(MB),time(ms)
70,18.148
56,14.538
112,29.025
168,43.523
224,58.033
896,231.914
1008,260.903
1120,289.767
280,72.535
392,101.656
84,21.785
140,36.254
448,115.976
532,137.659
560,144.928
28,7.270
196,50.867
42,10.914
98,25.408
294,76.115
14,3.663
336,86.966
154,39.881
21,5.447
77,19.966
175,45.333
7,1.852
63,16.346
50,13.001
161,41.667
105,27.221
133,34.470
49,12.724
1792,463.854
2016,521.831
2240,579.722
786,203.331
1064,275.381
588,152.217
672,173.934
308,79.762
350,90.608
126,32.640
322,83.191
210,54.394
266,68.882
3584,927.400
4032,1043.363
4480,1000000000.000
1572,406.815
2128,550.734
784,202.927
1176,304.282
1344,347.838
616,159.466
700,181.211
252,65.302
644,166.616
420,108.715
7168,1000000000.000
8064,1000000000.000
10000000,1000000000.000
3142,813.171
4256,1000000000.000
1568,405.819
2352,608.642
2688,695.622
1232,318.647
1400,362.160
504,130.515
1288,333.143
840,217.152
