data_size(MB),time(ms)
10,1.860
8,1.591
16,2.262
24,3.358
32,4.444
256,34.868
272,37.001
320,43.593
40,5.678
392,60.017
12,1.788
20,2.879
128,17.436
140,20.751
160,21.739
4,0.663
196,29.032
144,19.640
28,4.125
6,0.913
14,2.060
64,8.757
74,10.868
80,10.944
2,0.438
98,15.482
22,3.328
3,0.553
11,1.701
41,6.504
1,0.288
9,1.539
50,7.441
48,6.596
23,3.254
15,2.132
19,2.732
7,1.154
512,69.467
544,73.691
640,86.774
786,113.015
280,37.618
288,39.073
56,7.806
148,20.272
44,6.256
82,12.578
18,2.989
96,13.111
46,6.381
30,4.163
38,5.127
1024,138.477
1088,147.246
1280,173.915
1572,206.116
560,75.993
576,78.163
112,15.311
296,40.196
88,12.846
164,23.218
36,5.287
192,26.138
92,12.753
60,8.553
76,10.331
2048,277.592
2176,295.091
2560,350.206
3142,416.394
1120,152.025
1152,156.402
224,30.453
592,80.335
176,25.299
328,44.597
72,9.867
384,52.062
184,25.686
120,19.266
152,20.720
