data_size(MB),time(ms)
25,9.298
20,7.055
40,13.827
60,20.851
80,28.533
512,179.395
552,191.174
640,221.551
100,34.567
1002,345.211
30,11.033
50,17.924
256,89.843
286,99.825
320,111.113
10,4.084
502,172.868
296,102.561
70,24.298
15,5.256
35,12.186
128,44.384
153,53.294
160,55.444
5,1.770
250,86.292
168,58.256
55,18.984
7,2.463
27,9.577
64,22.600
86,30.009
2,0.747
22,7.666
126,44.351
104,36.076
57,19.838
37,13.043
47,16.977
17,6.114
120,42.774
1024,354.618
1104,382.253
1280,444.813
200,68.944
2004,690.203
572,198.123
592,205.016
140,50.281
306,106.005
336,117.687
110,37.922
173,60.347
45,17.062
208,73.045
115,39.636
75,26.033
95,33.479
240,85.196
2048,708.895
2208,764.864
2560,885.965
400,137.875
4008,1380.371
1144,396.776
1184,410.672
280,96.518
612,212.026
672,232.793
220,77.894
346,120.387
90,31.218
416,144.092
230,79.275
150,52.011
190,65.452
480,166.265
4096,1416.213
4416,1000000000.000
5120,1000000000.000
800,275.631
8016,1000000000.000
2288,792.443
2368,819.460
560,194.015
1224,423.880
1344,465.554
440,153.897
692,241.238
180,63.018
832,288.172
460,158.514
300,104.628
380,131.294
