data_size(MB),time(ms)
25,2.970
20,2.358
40,4.520
60,6.899
80,9.132
512,58.697
552,63.738
640,72.559
100,11.127
1002,112.756
30,3.504
50,5.826
256,29.124
286,32.661
320,36.797
10,1.229
502,57.252
296,33.857
70,8.037
15,1.792
35,4.109
128,14.722
153,17.581
160,18.628
5,0.809
250,28.158
168,19.417
55,6.169
7,1.083
27,3.271
64,7.351
86,9.925
2,0.373
22,2.567
126,14.511
104,12.108
57,6.447
37,4.446
47,5.339
17,2.064
120,13.843
1024,116.872
1104,127.105
1280,145.624
200,22.067
2004,221.284
572,65.879
592,67.585
140,16.263
306,35.303
336,38.780
110,12.204
173,19.940
45,5.228
208,23.691
115,12.785
75,8.648
95,10.530
240,27.785
2048,233.780
2208,1000000000.000
2560,1000000000.000
400,43.947
4008,1000000000.000
1144,132.428
1184,135.463
280,30.987
612,69.719
672,77.741
220,24.330
346,39.224
90,10.475
416,47.146
230,25.483
150,17.277
190,20.953
480,55.204
10000000,1000000000.000
4416,1000000000.000
800,87.810
2288,1000000000.000
2368,1000000000.000
560,64.665
1224,141.126
1344,154.133
440,48.458
692,79.213
180,21.025
832,96.908
460,50.779
300,34.581
380,41.789
