data_size(MB),time(ms)
10,1.777
8,1.649
16,2.816
24,3.919
32,5.198
256,37.909
272,40.355
320,47.283
40,6.443
392,65.809
12,2.058
20,3.339
128,19.314
140,21.106
160,24.009
4,0.808
196,33.107
144,21.665
28,4.598
6,1.121
14,2.390
64,10.009
74,11.466
80,12.297
2,0.490
98,15.064
22,3.843
3,0.641
11,1.946
41,6.668
1,0.335
9,1.624
50,8.568
48,7.584
23,4.002
15,2.571
19,3.568
7,1.281
512,75.039
544,79.802
640,93.627
786,131.040
280,51.805
288,42.718
56,8.928
148,22.371
44,7.526
82,12.606
18,2.999
96,14.731
46,7.843
30,4.945
38,7.009
1024,149.156
1088,1000000000.000
1280,1000000000.000
1572,1000000000.000
560,82.133
576,84.298
112,17.101
296,43.799
88,14.871
164,24.536
36,5.739
192,28.672
92,15.660
60,9.397
76,13.983
2048,1000000000.000
2176,1000000000.000
2560,1000000000.000
3142,1000000000.000
1120,1000000000.000
1152,1000000000.000
224,33.403
592,86.609
176,29.513
328,48.286
72,11.262
384,56.596
184,30.854
120,18.313
152,27.678
