data_size(MB),time(ms)
10,2.070
8,1.715
16,3.137
24,4.569
32,6.006
256,43.376
272,46.138
320,54.122
40,7.290
392,86.940
12,2.442
20,3.869
128,22.020
140,24.108
160,27.349
4,0.992
196,43.546
144,24.742
28,5.272
6,1.369
14,2.815
64,11.305
74,12.930
80,13.965
2,0.630
98,16.979
22,4.714
3,0.820
11,2.254
41,7.385
1,0.438
9,1.899
50,11.357
48,8.575
23,4.922
15,2.942
19,4.103
7,1.589
512,85.860
544,1000000000.000
640,1000000000.000
786,1000000000.000
280,62.222
288,48.759
56,10.025
148,25.410
44,9.815
82,14.279
18,3.526
96,16.659
46,10.277
30,5.619
38,8.724
1024,1000000000.000
1088,1000000000.000
1280,1000000000.000
1572,1000000000.000
560,1000000000.000
576,1000000000.000
112,19.347
296,50.096
88,19.734
164,28.140
36,6.566
192,32.755
92,20.477
60,10.604
76,17.063
2048,1000000000.000
2176,1000000000.000
2560,1000000000.000
3142,1000000000.000
1120,1000000000.000
1152,1000000000.000
224,38.134
592,1000000000.000
176,40.920
328,55.396
72,12.655
384,64.635
184,40.769
120,20.696
152,33.858
