data_size(MB),time(ms)
25,4.112
20,3.018
40,5.986
60,8.826
80,11.019
512,69.508
552,74.751
640,86.874
100,13.507
1002,134.607
30,4.236
50,7.628
256,35.456
286,38.804
320,43.513
10,1.673
502,67.275
296,40.225
70,9.709
15,2.162
35,5.431
128,17.476
153,24.052
160,21.809
5,0.821
250,35.202
168,22.908
55,7.393
7,1.089
27,4.277
64,9.582
86,11.823
2,0.448
22,3.459
126,17.282
104,14.322
57,7.991
37,5.245
47,6.447
17,2.920
120,16.386
1024,138.895
1104,149.443
1280,173.466
200,26.776
2004,271.499
572,79.837
592,80.443
140,20.265
306,45.778
336,48.060
110,14.673
173,23.751
45,6.316
208,28.268
115,15.457
75,11.448
95,12.663
240,32.547
2048,278.087
2208,298.411
2560,347.054
400,53.086
4008,1000000.000
1144,154.688
1184,160.051
280,37.637
612,85.303
672,91.376
220,29.264
346,51.496
90,13.976
416,56.357
230,30.331
150,20.432
190,25.422
480,65.025
10000000,1000000000.000
4416,1000000000.000
800,105.591
2288,312.948
2368,326.921
560,76.138
1224,168.462
1344,182.671
440,58.184
692,98.752
180,26.849
832,115.576
460,60.686
300,43.533
380,50.818
