data_size(MB),time(ms)
70,9.709
56,7.739
112,15.337
168,22.908
224,30.548
896,125.340
1008,136.962
1120,152.091
280,37.637
392,54.003
84,12.368
140,20.265
448,60.915
532,74.216
560,76.138
28,4.214
196,26.705
42,6.718
98,15.082
294,40.675
14,2.109
336,48.060
154,20.701
21,3.149
77,10.855
175,23.959
7,1.089
63,8.702
50,7.628
161,21.682
105,16.667
133,17.938
49,7.885
1792,243.696
2016,273.750
2240,1000000.000
786,107.318
1064,146.480
588,81.386
672,91.376
308,40.837
350,48.560
126,17.282
322,42.887
210,30.485
266,35.608
10000000,1000000000.000
4032,1000000.000
1572,1000000.000
2128,1000000.000
784,119.752
1176,159.681
1344,182.671
616,81.737
700,97.089
252,36.289
644,85.069
420,63.517
8064,1000000000.000
3142,1000000.000
4256,1000000000.000
4480,1000000000.000
1568,1000000.000
2352,1000000.000
2688,1000000.000
1232,163.054
1400,190.214
504,68.544
1288,170.351
840,114.079
