data_size(MB),time(ms)
10,2.044
8,1.748
16,2.984
24,4.500
32,5.918
256,46.148
272,49.087
320,57.659
40,7.260
392,66.842
12,2.314
20,3.739
128,23.169
140,25.312
160,28.918
4,0.901
196,33.551
144,26.065
28,5.244
6,1.260
14,2.660
64,11.674
74,13.488
80,14.567
2,0.543
98,17.802
22,4.002
3,0.819
11,2.130
41,7.593
1,0.366
9,1.783
50,8.966
48,8.813
23,4.177
15,2.835
19,3.556
7,1.432
512,92.185
544,97.942
640,115.170
786,134.322
280,48.414
288,51.917
56,10.256
148,26.791
44,7.853
82,14.914
18,3.394
96,17.362
46,8.199
30,5.583
38,6.962
1024,184.127
1088,195.531
1280,230.019
1572,273.666
560,100.700
576,103.641
112,20.257
296,53.369
88,15.513
164,29.654
36,6.627
192,34.693
92,16.208
60,10.977
76,13.537
2048,368.077
2176,391.056
2560,460.149
3142,1000000.000
1120,201.350
1152,207.120
224,40.358
592,106.542
176,31.022
328,59.112
72,13.131
384,69.150
184,32.228
120,21.749
152,27.350
