data_size(MB),time(ms)
25,6.518
20,5.219
40,10.369
60,15.580
80,20.743
512,132.341
552,142.560
640,165.387
100,25.892
1002,258.136
30,7.823
50,12.985
256,66.167
286,73.849
320,82.733
10,2.638
502,129.496
296,76.558
70,18.128
15,3.933
35,9.087
128,33.113
153,39.561
160,41.409
5,1.341
250,64.794
168,43.379
55,14.256
7,1.866
27,7.174
64,16.602
86,22.404
2,0.566
22,5.750
126,32.549
104,26.912
57,14.897
37,9.743
47,12.332
17,4.569
120,31.088
1024,264.474
1104,285.038
1280,330.468
200,51.696
2004,516.274
572,147.693
592,153.080
140,36.198
306,79.059
336,86.764
110,28.443
173,44.726
45,11.674
208,53.731
115,29.698
75,19.388
95,24.536
240,62.044
2048,529.269
2208,570.149
2560,661.366
400,103.418
4008,1032.432
1144,295.478
1184,305.808
280,72.429
612,158.075
672,173.414
220,56.860
346,89.364
90,23.280
416,107.442
230,59.439
150,38.782
190,49.109
480,123.922
10000000,1000000000.000
4416,1000000000.000
800,206.278
2288,590.860
2368,611.409
560,144.531
1224,315.973
1344,347.040
440,113.379
692,178.675
180,46.527
832,214.799
460,118.524
300,77.530
380,97.863
