data_size(MB),time(ms)
25,7.982
20,6.423
40,12.656
60,19.116
80,25.472
512,162.444
552,175.104
640,202.993
100,31.324
1002,313.883
30,9.594
50,15.761
256,81.142
286,90.750
320,101.526
10,3.242
502,157.308
296,93.943
70,22.254
15,4.827
35,11.172
128,40.669
153,48.567
160,50.815
5,1.635
250,78.537
168,53.358
55,17.274
7,2.312
27,8.785
64,20.385
86,27.508
2,0.701
22,7.009
126,40.012
104,33.042
57,17.961
37,11.945
47,14.928
17,5.606
120,38.148
1024,324.612
1104,349.869
1280,405.832
200,62.713
2004,627.972
572,181.423
592,187.769
140,44.476
306,97.158
336,106.638
110,34.427
173,54.922
45,14.337
208,65.973
115,36.053
75,23.954
95,29.729
240,76.153
2048,649.219
2208,700.070
2560,811.234
400,125.312
4008,1255.665
1144,362.831
1184,375.274
280,87.906
612,194.180
672,213.177
220,68.956
346,109.751
90,28.610
416,131.887
230,72.147
150,47.646
190,59.524
480,152.173
10000000,1000000000.000
4416,1000000000.000
800,250.647
2288,725.428
2368,750.468
560,177.704
1224,388.019
1344,426.271
440,137.879
692,219.561
180,57.161
832,263.694
460,144.122
300,95.171
380,119.076
