data_size(MB),time(ms)
25,8.702
20,6.976
40,13.859
60,20.851
80,27.772
512,177.282
552,191.221
640,221.616
100,34.634
1002,345.217
30,10.468
50,17.988
256,88.720
286,99.076
320,110.890
10,3.546
502,173.459
296,102.569
70,24.308
15,5.242
35,12.197
128,44.477
153,53.041
160,55.446
5,1.790
250,86.312
168,58.261
55,18.965
7,2.480
27,9.603
64,22.199
86,30.016
2,0.799
22,8.018
126,45.786
104,36.088
57,19.888
37,13.073
47,16.549
17,6.144
120,41.597
1024,354.573
1104,382.276
1280,443.111
200,69.033
2004,690.305
572,198.111
592,204.947
140,48.649
306,106.644
336,116.416
110,37.974
173,59.984
45,15.666
208,72.079
115,39.637
75,26.036
95,33.359
240,83.302
2048,709.022
2208,764.565
2560,885.927
400,138.011
4008,1380.747
1144,396.213
1184,411.783
280,96.528
612,212.013
672,234.936
220,75.785
346,119.898
90,31.256
416,145.572
230,79.314
150,52.007
190,65.463
480,166.405
10000000,1000000000.000
4416,1000000000.000
800,275.761
2288,792.263
2368,1000000.000
560,193.968
1224,423.891
1344,467.508
440,151.643
692,239.674
180,62.397
832,290.238
460,158.506
300,103.978
380,131.070
