data_size(MB),time(ms)
6,1.095
4,0.774
8,1.408
12,2.082
16,2.703
128,19.441
136,20.559
192,28.656
20,3.234
392,65.982
10,1.812
64,9.887
70,10.763
96,14.582
2,0.453
196,33.179
72,11.045
14,2.382
3,0.673
7,1.230
32,5.037
37,5.838
48,7.406
1,0.312
5,0.936
98,18.180
40,6.319
11,2.209
24,3.921
0,0.220
50,8.539
9,1.946
256,37.901
272,40.340
384,56.432
786,131.533
140,20.851
144,21.606
28,4.478
74,11.338
80,14.945
22,4.115
41,6.469
23,4.274
15,2.521
19,3.583
512,75.296
544,79.670
768,112.189
1572,1000000000.000
280,41.581
288,42.490
56,8.668
148,22.316
160,23.936
44,8.141
82,12.555
18,2.969
46,8.479
30,4.781
38,6.074
1024,149.383
1088,1000000000.000
1536,1000000000.000
3142,1000000000.000
560,81.946
576,84.457
112,16.967
296,43.650
320,47.296
88,16.174
164,24.656
36,5.742
92,16.923
60,9.301
76,14.059
