data_size(MB),time(ms)
6,2.136
4,1.435
8,2.831
12,4.209
16,5.584
128,44.563
136,47.331
192,66.776
20,6.967
392,136.541
10,3.700
64,22.302
70,24.373
96,33.460
2,0.749
196,68.318
72,25.087
14,5.513
3,1.269
7,2.475
32,11.191
37,12.914
48,16.742
1,0.415
5,1.827
98,34.140
40,13.962
11,3.850
24,9.139
0,0.296
50,18.204
9,4.699
256,88.997
272,94.589
384,133.472
786,273.842
140,50.479
144,50.103
28,10.159
74,25.770
80,27.992
22,7.701
41,14.306
23,8.051
15,5.247
19,6.622
512,177.920
544,189.752
768,266.846
1572,546.346
280,97.351
288,100.144
56,19.843
148,51.484
160,55.671
44,15.348
82,28.567
18,6.317
46,16.468
30,11.206
38,13.425
1024,355.776
1088,380.716
1536,533.684
3142,1091.839
560,194.589
576,200.203
112,38.961
296,102.941
320,111.239
88,30.676
164,57.083
36,12.574
92,32.044
60,20.918
76,26.469
