data_size(MB),time(ms)
15,5.247
10,3.700
20,6.967
30,11.206
40,13.962
256,88.997
276,95.968
384,133.472
50,18.204
1002,348.134
25,8.743
128,44.563
143,49.749
192,66.776
5,1.827
502,174.726
148,51.484
35,12.215
7,2.475
17,6.738
64,22.302
76,26.469
96,33.460
2,0.749
12,4.209
250,87.105
84,29.732
27,9.866
13,4.806
32,11.191
43,15.153
48,16.742
1,0.415
11,3.850
126,44.596
52,18.722
28,10.159
18,6.317
23,8.051
8,2.831
60,20.918
80,27.992
512,177.920
552,191.788
768,266.846
100,34.822
2004,697.769
286,99.413
296,102.941
70,24.373
153,53.241
168,58.455
55,19.184
86,30.116
22,7.701
104,36.171
57,20.365
37,12.914
47,16.559
120,41.759
160,55.671
1024,355.776
1104,383.488
1536,533.684
200,69.536
4008,1392.595
572,198.792
592,205.722
140,50.479
306,106.380
336,116.789
110,38.292
173,60.172
45,16.470
208,72.308
115,40.459
75,26.629
95,33.744
240,83.432
320,111.239
2048,712.006
2208,767.178
3072,1067.369
400,139.831
8016,1000000000.000
1144,397.452
1184,411.327
280,97.351
612,212.701
672,233.463
220,76.511
346,120.256
90,33.506
416,144.573
230,79.997
150,52.866
190,66.053
