data_size(MB),time(ms)
15,1.747
10,1.244
20,2.290
30,3.436
40,4.604
256,28.666
276,31.305
384,43.080
50,5.578
1002,109.756
25,2.953
128,14.632
143,16.522
192,22.037
5,0.775
502,55.079
148,17.007
35,3.995
7,1.074
17,2.128
64,7.316
76,8.360
96,10.997
2,0.355
12,1.483
250,27.537
84,9.644
27,3.119
13,1.670
32,3.689
43,5.013
48,5.570
1,0.221
11,1.313
126,14.344
52,6.065
28,3.258
18,2.088
23,2.615
8,1.214
60,6.815
80,8.911
512,58.505
552,62.632
768,87.446
100,11.029
2004,219.226
286,32.869
296,34.130
70,7.992
153,17.629
168,19.379
55,6.099
86,9.996
22,2.499
104,11.906
57,6.388
37,4.271
47,5.271
120,13.747
160,18.515
1024,115.602
1104,125.489
1536,175.371
200,21.993
4008,1000000000.000
572,65.419
592,67.697
140,15.415
306,35.221
336,38.438
110,12.105
173,19.960
45,5.187
208,23.866
115,12.604
75,8.673
95,10.442
240,27.325
320,36.568
2048,232.229
2208,1000000000.000
3072,1000000000.000
400,43.943
8016,1000000000.000
1144,130.308
1184,135.241
280,32.008
612,70.216
672,77.199
220,24.060
346,39.556
90,10.298
416,48.221
230,25.167
150,17.230
190,20.810
