data_size(MB),time(ms)
42,7.723
28,5.161
56,10.191
84,15.217
112,20.261
448,80.718
504,90.788
672,120.996
140,25.305
392,91.342
70,12.701
224,40.388
266,47.961
336,60.566
14,2.646
196,45.707
280,50.517
98,26.535
21,3.876
49,8.928
147,26.571
168,30.345
7,1.368
35,6.396
77,20.780
10,1.936
38,7.059
87,15.837
3,0.738
31,5.730
50,11.697
80,21.845
52,9.496
66,18.038
24,4.488
896,161.307
1008,181.479
1344,241.926
786,182.742
532,95.821
560,100.870
294,52.986
154,41.406
175,31.575
63,11.407
161,43.508
105,18.972
133,35.758
1792,322.514
2016,362.785
2688,483.659
1572,423.126
1064,191.548
1120,201.620
588,105.887
308,82.933
350,63.085
126,22.768
322,86.819
210,37.888
3584,644.888
4032,725.490
5376,1000000000.000
3142,845.566
2128,382.952
2240,403.135
784,211.209
1176,211.723
616,165.791
700,126.041
252,45.442
644,173.371
420,75.690
