data_size(MB),time(ms)
15,4.296
10,3.017
20,7.077
30,9.376
40,10.925
256,71.426
276,83.751
384,105.068
50,16.660
1002,328.713
25,8.119
128,34.726
143,39.547
192,52.040
5,1.643
502,164.913
148,40.106
35,9.647
7,1.980
17,5.536
64,17.393
76,25.377
96,26.027
2,0.659
12,3.524
250,82.374
84,22.893
27,9.135
13,4.545
32,8.703
43,13.887
48,13.052
1,0.377
11,3.267
126,38.357
52,17.070
28,7.671
18,5.789
23,6.407
8,2.254
60,16.287
80,26.806
512,143.087
552,149.208
768,215.448
100,33.225
2004,657.400
286,91.234
296,80.167
70,21.176
153,49.407
168,45.987
55,18.215
86,26.059
22,6.572
104,28.590
57,19.305
37,11.758
47,13.118
120,32.601
160,43.346
1024,283.122
1104,298.418
1536,444.979
200,66.033
4008,1000000000.000
572,154.598
592,160.044
140,46.310
306,99.503
336,109.328
110,36.380
173,55.790
45,14.297
208,56.298
115,37.872
75,20.347
95,25.669
240,65.901
320,86.577
2048,553.412
2208,1000000000.000
3072,1000000000.000
400,131.555
8016,1000000000.000
1144,309.175
1184,319.963
280,92.104
612,165.430
672,199.461
220,72.415
346,102.417
90,27.875
416,112.491
230,75.699
150,44.029
190,55.593
