data_size(MB),time(ms)
42,13.052
28,7.671
56,15.288
84,22.893
112,31.514
448,122.667
504,147.895
672,199.461
140,46.310
392,128.790
70,21.176
224,61.172
266,77.044
336,109.328
14,4.265
196,64.736
280,92.104
98,32.457
21,6.559
49,15.986
147,48.053
168,45.987
7,1.980
35,9.647
77,25.687
10,3.017
38,11.439
87,23.879
3,0.997
31,9.096
50,16.660
80,26.806
52,17.070
66,22.032
24,8.069
896,253.132
1008,305.839
1344,420.890
786,257.649
532,171.028
560,181.625
294,95.159
154,50.702
175,57.376
63,20.751
161,53.199
105,34.457
133,43.944
1792,545.987
2016,652.775
2688,1000000000.000
1572,514.264
1064,334.719
1120,306.697
588,179.526
308,101.351
350,114.854
126,38.357
322,105.712
210,62.241
3584,1000000000.000
4032,1000000000.000
5376,1000000000.000
3142,1000000000.000
2128,1000000000.000
2240,1000000000.000
784,256.347
1176,384.989
616,201.974
700,229.716
252,68.795
644,210.959
420,114.368
