data_size(MB),time(ms)
42,8.241
28,5.706
56,10.589
84,16.348
112,21.047
448,83.607
504,94.048
672,125.366
140,33.893
392,108.890
70,13.192
224,41.912
266,50.340
336,63.017
14,3.360
196,54.382
280,53.220
98,29.118
21,4.689
49,9.229
147,28.532
168,31.740
7,1.485
35,6.661
77,22.746
10,2.097
38,7.317
87,16.961
3,0.822
31,5.995
50,13.923
80,24.468
52,9.933
66,18.668
24,6.932
896,167.590
1008,188.675
1344,250.596
786,217.542
532,99.281
560,106.542
294,54.924
154,46.101
175,32.738
63,11.920
161,47.673
105,19.706
133,36.886
1792,334.049
2016,376.480
2688,500.948
1572,376.918
1064,198.409
1120,208.812
588,109.711
308,90.793
350,65.401
126,23.622
322,95.119
210,39.309
3584,667.902
4032,751.396
5376,1000000000.000
3142,925.684
2128,396.699
2240,417.515
784,233.360
1176,220.006
616,181.602
700,131.126
252,47.740
644,189.919
420,78.424
