data_size(MB),time(ms)
15,3.901
10,2.741
20,5.229
30,7.780
40,10.377
256,66.236
276,71.409
384,99.378
50,12.976
1002,258.407
25,6.518
128,33.127
143,36.964
192,49.707
5,1.335
502,129.523
148,38.341
35,9.073
7,1.845
17,4.571
64,16.605
76,19.709
96,24.868
2,0.554
12,3.168
250,64.725
84,21.774
27,7.157
13,3.616
32,8.306
43,11.248
48,12.394
1,0.306
11,2.981
126,32.654
52,13.617
28,7.284
18,4.700
23,5.996
8,2.136
60,15.558
80,20.878
512,132.427
552,142.703
768,198.712
100,25.870
2004,516.130
286,73.996
296,76.615
70,18.102
153,39.621
168,43.485
55,14.236
86,22.415
22,5.729
104,26.942
57,14.905
37,9.607
47,12.306
120,31.095
160,41.400
1024,264.686
1104,285.202
1536,397.415
200,51.643
4008,1031.774
572,147.820
592,153.098
140,36.254
306,79.160
336,86.979
110,28.471
173,44.634
45,11.686
208,53.802
115,29.735
75,19.431
95,24.699
240,62.115
320,82.829
2048,529.295
2208,570.540
3072,793.682
400,103.186
8016,1000000000.000
1144,295.606
1184,306.010
280,72.529
612,158.194
672,173.870
220,56.734
346,89.444
90,23.336
416,107.624
230,59.298
150,38.822
190,49.067
