data_size(MB),time(ms)
42,30.252
28,20.198
56,40.339
84,60.432
112,80.751
448,322.179
504,362.528
672,483.326
140,139.038
392,388.810
70,50.441
224,161.075
266,191.377
336,241.630
14,10.133
196,194.536
280,201.373
98,97.211
21,15.167
49,35.344
147,105.849
168,120.832
7,5.115
35,25.253
77,68.660
10,7.527
38,27.785
87,62.938
3,2.603
31,22.781
50,49.694
80,71.783
52,37.861
66,65.946
24,17.695
896,644.463
1008,725.074
1344,1000000000.000
786,778.103
532,382.484
560,402.708
294,211.543
154,136.974
175,125.882
63,45.379
161,143.255
105,75.650
133,131.828
1792,1000000000.000
2016,1000000000.000
2688,1000000000.000
1572,1000000000.000
1064,1000000000.000
1120,1000000000.000
588,422.927
308,273.967
350,251.833
126,90.731
322,286.314
210,151.087
3584,1000000000.000
4032,1000000000.000
5376,1000000000.000
3142,1000000000.000
2128,1000000000.000
2240,1000000000.000
784,776.555
1176,1000000000.000
616,547.656
700,503.523
252,181.248
644,572.531
420,302.035
