data_size(MB),time(ms)
6,1.963
4,0.834
8,1.558
12,2.270
16,2.940
128,23.125
136,24.558
192,34.647
20,3.738
392,91.342
10,1.936
64,11.573
70,12.701
96,17.340
2,0.489
196,45.707
72,13.027
14,2.646
3,0.738
7,1.368
32,5.824
37,6.785
48,8.755
1,0.552
5,1.000
98,26.535
40,7.305
11,3.083
24,4.488
0,0.304
50,11.697
9,2.640
256,46.131
272,49.013
384,69.215
786,182.742
140,25.305
144,25.995
28,5.161
74,13.396
80,21.845
22,5.939
41,7.509
23,6.257
15,2.724
19,5.195
512,92.250
544,97.976
768,138.262
1572,423.126
280,50.517
288,51.937
56,10.191
148,26.728
160,28.895
44,11.900
82,14.844
18,3.370
46,12.446
30,5.476
38,7.059
1024,184.335
1088,195.793
1536,276.393
3142,845.566
560,100.870
576,103.736
112,20.261
296,53.386
320,57.681
88,23.616
164,29.578
36,6.541
92,24.769
60,10.848
76,20.460
