data_size(MB),time(ms)
6,2.143
4,1.215
8,2.254
12,3.524
16,4.715
128,34.726
136,37.796
192,52.040
20,7.077
392,128.790
10,3.017
64,17.393
70,21.176
96,26.027
2,0.659
196,64.736
72,19.543
14,4.265
3,0.997
7,1.980
32,8.703
37,11.758
48,13.052
1,0.377
5,1.643
98,32.457
40,10.925
11,3.267
24,8.069
0,0.232
50,16.660
9,3.612
256,71.426
272,74.897
384,105.068
786,257.649
140,46.310
144,39.054
28,7.671
74,21.212
80,26.806
22,6.572
41,13.118
23,6.407
15,4.296
19,6.316
512,143.087
544,150.969
768,215.448
1572,514.264
280,92.104
288,78.024
56,15.288
148,40.106
160,43.346
44,14.471
82,24.347
18,5.789
46,15.115
30,9.376
38,11.439
1024,283.122
1088,327.259
1536,444.979
3142,1000000000.000
560,181.625
576,156.040
112,31.514
296,80.167
320,86.577
88,28.859
164,45.766
36,9.811
92,30.435
60,16.287
76,25.377
