data_size(MB),time(ms)
15,2.724
10,1.936
20,3.738
30,5.476
40,7.305
256,46.131
276,49.701
384,69.215
50,11.697
1002,231.219
25,4.600
128,23.125
143,25.813
192,34.647
5,1.000
502,116.054
148,26.728
35,6.396
7,1.368
17,3.236
64,11.573
76,20.460
96,17.340
2,0.489
12,2.270
250,58.077
84,15.217
27,7.420
13,2.532
32,5.824
43,7.884
48,8.755
1,0.552
11,3.083
126,22.768
52,9.496
28,5.161
18,3.370
23,6.257
8,1.558
60,10.848
80,21.845
512,92.250
552,99.311
768,138.262
100,26.777
2004,461.571
286,51.548
296,53.386
70,12.701
153,27.582
168,30.345
55,14.707
86,15.649
22,5.939
104,18.766
57,15.400
37,6.785
47,12.764
120,21.660
160,28.895
1024,184.335
1104,198.715
1536,276.393
200,53.432
4008,1071.145
572,102.953
592,106.551
140,25.305
306,55.159
336,60.566
110,29.445
173,31.211
45,8.194
208,37.472
115,30.811
75,13.560
95,25.425
240,43.240
320,57.681
2048,368.592
2208,397.262
3072,552.822
400,107.033
8016,1000000000.000
1144,205.910
1184,213.106
280,50.517
612,110.160
672,120.996
220,58.733
346,62.279
90,16.322
416,74.955
230,61.466
150,27.089
190,50.761
