data_size(MB),time(ms)
6,1.641
4,1.100
8,2.136
12,3.168
16,4.186
128,33.127
136,35.176
192,49.707
20,5.229
392,101.612
10,2.741
64,16.605
70,18.102
96,24.868
2,0.554
196,50.849
72,18.625
14,3.676
3,0.944
7,1.845
32,8.306
37,9.607
48,12.394
1,0.306
5,1.335
98,25.388
40,10.377
11,2.981
24,6.374
0,0.176
50,12.976
9,2.494
256,66.236
272,70.368
384,99.378
786,203.507
140,36.254
144,37.269
28,7.284
74,19.195
80,20.878
22,5.729
41,10.635
23,5.996
15,3.901
19,4.941
512,132.427
544,140.630
768,198.712
1572,406.899
280,72.529
288,74.553
56,14.522
148,38.341
160,41.400
44,11.406
82,21.253
18,4.700
46,11.909
30,7.780
38,9.988
1024,264.686
1088,281.571
1536,397.415
3142,813.543
560,144.948
576,149.022
112,28.982
296,76.615
320,82.829
88,22.844
164,42.467
36,9.367
92,23.869
60,15.558
76,19.709
