data_size(MB),time(ms)
6,4.839
4,2.950
8,5.856
12,8.699
16,11.564
128,92.143
136,97.876
192,138.154
20,20.150
392,388.810
10,7.527
64,46.090
70,50.441
96,69.126
2,1.499
196,194.536
72,51.871
14,10.133
3,2.603
7,5.115
32,23.076
37,26.713
48,34.644
1,0.780
5,3.659
98,97.211
40,28.851
11,8.006
24,17.695
0,0.430
50,49.694
9,8.614
256,184.177
272,195.778
384,276.163
786,778.103
140,139.038
144,103.664
28,20.198
74,53.323
80,71.783
22,15.902
41,29.574
23,16.615
15,10.859
19,16.955
512,368.326
544,391.154
768,552.167
1572,1000000000.000
280,201.373
288,207.100
56,40.339
148,106.508
160,115.174
44,31.767
82,59.076
18,13.030
46,33.170
30,21.666
38,27.785
1024,736.640
1088,1000000000.000
1536,1000000000.000
3142,1000000000.000
560,402.708
576,414.401
112,80.751
296,212.922
320,230.211
88,63.417
164,118.035
36,25.974
92,66.297
60,43.223
76,67.696
