data_size(MB),time(ms)
6,1.668
4,0.961
8,1.643
12,2.479
16,3.108
128,24.003
136,25.504
192,35.920
20,4.958
392,108.890
10,2.097
64,12.091
70,13.192
96,18.024
2,0.600
196,54.382
72,13.593
14,3.360
3,0.822
7,1.485
32,6.127
37,7.037
48,9.090
1,0.474
5,1.149
98,29.118
40,7.599
11,3.360
24,6.932
0,0.314
50,13.923
9,3.032
256,47.863
272,50.831
384,71.668
786,217.542
140,33.893
144,26.969
28,5.706
74,13.943
80,24.468
22,6.625
41,7.803
23,6.924
15,2.995
19,5.718
512,95.561
544,102.175
768,143.264
1572,376.918
280,53.220
288,53.824
56,10.589
148,27.744
160,29.963
44,13.068
82,15.433
18,3.476
46,13.635
30,5.659
38,7.317
1024,190.955
1088,202.879
1536,286.366
3142,925.684
560,106.542
576,108.699
112,21.047
296,55.400
320,59.790
88,26.072
164,30.700
36,6.849
92,27.246
60,11.351
76,22.444
