data_size(MB),time(ms)
15,10.859
10,7.527
20,20.150
30,21.666
40,28.851
256,184.177
276,198.541
384,276.163
50,49.694
1002,990.269
25,18.153
128,92.143
143,102.927
192,138.154
5,3.659
502,496.248
148,106.508
35,25.253
7,5.115
17,12.596
64,46.090
76,67.696
96,69.126
2,1.499
12,8.699
250,247.678
84,60.432
27,27.237
13,9.934
32,23.076
43,31.140
48,34.644
1,0.780
11,8.006
126,90.731
52,37.861
28,20.198
18,13.030
23,16.615
8,5.856
60,43.223
80,71.783
512,368.326
552,396.829
768,552.167
100,99.117
2004,1000000000.000
286,205.727
296,212.922
70,50.441
153,110.090
168,120.832
55,54.441
86,62.252
22,15.902
104,74.847
57,56.995
37,26.713
47,34.254
120,86.369
160,115.174
1024,736.640
1104,1000000000.000
1536,1000000000.000
200,197.782
4008,1000000000.000
572,411.311
592,425.757
140,139.038
306,220.186
336,241.630
110,108.870
173,124.529
45,32.442
208,149.678
115,113.701
75,53.975
95,68.341
240,172.659
320,230.211
2048,1000000000.000
2208,1000000000.000
3072,1000000000.000
400,394.933
8016,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,201.373
612,440.109
672,483.326
220,217.473
346,248.923
90,64.835
416,299.101
230,227.446
150,107.970
190,136.690
