data_size(MB),time(ms)
6,1.950
4,1.303
8,2.559
12,3.854
16,5.146
128,40.730
136,43.295
192,61.106
20,6.383
392,124.897
10,3.362
64,20.392
70,22.301
96,30.566
2,0.683
196,62.484
72,22.947
14,4.486
3,1.132
7,2.257
32,10.210
37,11.812
48,15.307
1,0.375
5,1.621
98,31.212
40,12.777
11,3.551
24,7.835
0,0.225
50,15.951
9,3.061
256,81.405
272,86.493
384,122.110
786,249.879
140,44.558
144,45.803
28,8.938
74,23.579
80,25.672
22,7.047
41,13.078
23,7.353
15,4.807
19,6.087
512,162.787
544,172.959
768,244.199
1572,499.775
280,89.064
288,91.624
56,17.847
148,47.106
160,50.904
44,14.030
82,26.128
18,5.770
46,14.638
30,9.525
38,12.285
1024,325.509
1088,345.846
1536,488.236
3142,999.007
560,178.045
576,183.138
112,35.636
296,94.172
320,101.784
88,28.026
164,52.208
36,11.495
92,29.295
60,19.113
76,24.193
