data_size(MB),time(ms)
15,3.067
10,2.293
20,3.896
30,5.584
40,7.281
256,43.491
276,46.725
384,64.562
50,10.440
1002,1000000000.000
25,4.734
128,22.121
143,24.694
192,32.897
5,1.389
502,115.205
148,25.458
35,6.415
7,1.730
17,3.496
64,11.356
76,17.325
96,16.757
2,0.670
12,2.568
250,57.607
84,14.691
27,6.420
13,2.865
32,5.942
43,7.830
48,8.643
1,0.589
11,2.704
126,22.379
52,9.385
28,5.252
18,3.616
23,5.379
8,1.899
60,10.703
80,18.247
512,85.808
552,1000000000.000
768,1000000000.000
100,21.168
2004,1000000000.000
286,48.466
296,50.088
70,12.269
153,26.369
168,29.136
55,12.565
86,15.077
22,5.151
104,18.392
57,13.115
37,6.768
47,10.835
120,20.746
160,27.575
1024,1000000000.000
1104,1000000000.000
1536,1000000000.000
200,46.244
4008,1000000000.000
572,1000000000.000
592,1000000000.000
140,26.946
306,52.874
336,56.686
110,24.802
173,29.605
45,8.092
208,35.496
115,26.021
75,13.163
95,21.509
240,40.779
320,54.021
2048,1000000000.000
2208,1000000000.000
3072,1000000000.000
400,91.698
8016,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,47.362
612,1000000000.000
672,1000000000.000
220,56.295
346,58.316
90,15.682
416,69.945
230,58.830
150,27.152
190,48.627
