data_size(MB),time(ms)
15,2.521
10,1.812
20,3.234
30,4.781
40,6.319
256,37.901
276,40.729
384,56.432
50,8.539
1002,167.935
25,3.996
128,19.441
143,21.486
192,28.656
5,0.936
502,84.195
148,22.316
35,5.572
7,1.230
17,2.870
64,9.887
76,14.059
96,14.582
2,0.453
12,2.082
250,42.256
84,12.876
27,5.087
13,2.348
32,5.037
43,6.793
48,7.406
1,0.312
11,2.209
126,19.107
52,8.179
28,4.478
18,2.969
23,4.274
8,1.408
60,9.301
80,14.945
512,75.296
552,80.928
768,112.189
100,18.587
2004,1000000000.000
286,42.210
296,43.650
70,10.763
153,22.993
168,25.172
55,10.231
86,13.142
22,4.115
104,15.725
57,10.690
37,5.838
47,8.738
120,18.134
160,23.936
1024,149.383
1104,1000000000.000
1536,1000000000.000
200,37.012
4008,1000000000.000
572,83.716
592,86.631
140,20.851
306,45.134
336,49.764
110,20.315
173,25.770
45,7.033
208,30.932
115,21.208
75,11.522
95,17.438
240,35.623
320,47.296
2048,1000000000.000
2208,1000000000.000
3072,1000000000.000
400,74.150
8016,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,41.581
612,89.643
672,98.339
220,40.619
346,50.930
90,13.742
416,60.964
230,42.405
150,22.498
190,34.830
