data_size(MB),time(ms)
6,0.572
4,0.420
8,0.778
12,1.053
16,1.387
128,9.426
136,9.846
192,13.933
20,2.804
392,52.769
10,0.994
64,4.806
70,5.147
96,7.103
2,0.674
196,26.545
72,5.299
14,1.383
3,0.739
7,0.667
32,2.539
37,2.837
48,3.621
1,0.188
5,0.959
98,13.411
40,3.081
11,0.993
24,1.881
256,18.387
272,19.515
384,27.299
786,105.128
140,19.051
144,10.497
28,2.226
74,5.460
80,5.947
22,1.777
512,36.252
544,38.421
768,54.160
1572,1000000000.000
280,20.039
288,20.618
56,4.178
148,10.738
160,11.601
44,3.414
1024,71.932
1088,1000000000.000
1536,1000000000.000
3142,1000000000.000
560,39.501
576,40.716
112,8.203
296,21.147
320,22.908
88,6.518
