data_size(MB),time(ms)
6,0.162
4,0.158
8,0.197
12,0.240
16,0.276
128,1.348
136,1.282
192,1.757
20,0.510
392,6.293
10,0.213
64,0.729
70,0.789
96,1.052
2,0.139
196,3.153
72,0.808
14,0.272
3,0.140
7,0.181
32,0.426
37,0.472
48,0.574
1,0.139
5,0.166
98,1.974
40,0.497
11,0.334
24,0.353
256,2.297
272,2.435
384,3.382
786,12.497
140,2.358
144,1.349
28,0.443
74,0.820
80,0.886
22,0.549
512,4.448
544,4.727
768,6.635
1572,24.773
280,2.501
288,2.577
56,0.710
148,1.388
160,1.492
44,1.052
1024,8.767
1088,9.314
1536,13.098
3142,1000000000.000
560,4.872
576,5.000
112,1.204
296,2.639
320,2.838
88,1.770
