data_size(MB),time(ms)
6,0.298
4,0.263
8,1.053
12,0.603
16,0.515
128,2.482
136,2.648
192,3.665
20,0.555
392,8.405
10,0.377
64,1.346
70,1.458
96,1.917
2,0.264
196,4.320
72,1.499
14,0.978
3,0.293
7,0.320
32,0.959
37,0.847
48,1.041
1,0.489
5,1.164
98,2.645
40,0.922
11,0.909
24,0.624
256,4.792
272,5.100
384,7.104
786,16.568
140,2.728
144,2.788
28,0.671
74,1.536
80,1.617
22,1.162
512,9.368
544,9.926
768,13.801
1572,37.489
280,5.241
288,5.376
56,1.190
148,2.878
160,3.050
44,1.340
1024,18.223
1088,19.357
1536,26.992
3142,74.731
560,10.178
576,10.470
112,2.197
296,5.520
320,5.919
88,2.370
