data_size(MB),time(ms)
6,0.248
4,0.224
8,0.270
12,0.319
16,0.370
128,1.680
136,1.772
192,2.377
20,0.536
392,6.324
10,0.295
64,0.977
70,1.038
96,1.333
2,0.207
196,3.350
72,1.065
14,0.345
3,0.211
7,0.257
32,0.585
37,0.641
48,0.761
1,0.230
5,0.233
98,1.851
40,0.674
11,0.364
24,0.482
256,3.155
272,3.330
384,4.609
786,12.101
140,2.481
144,1.856
28,0.535
74,1.092
80,1.154
22,0.567
512,6.120
544,6.520
768,9.039
1572,23.299
280,3.457
288,3.532
56,0.864
148,1.899
160,2.029
44,0.932
1024,12.005
1088,12.749
1536,17.957
3142,45.743
560,6.677
576,6.872
112,1.506
296,3.647
320,3.923
88,1.666
