data_size(MB),time(ms)
15,0.487
10,0.358
20,0.799
30,0.857
40,1.031
256,6.008
276,6.635
384,8.949
50,1.805
1002,31.520
25,0.705
128,3.085
143,3.416
192,4.534
5,0.237
502,15.931
148,3.526
35,0.936
7,0.279
17,0.549
64,1.546
76,1.876
96,2.332
2,0.155
12,0.406
250,8.014
84,2.084
27,1.056
60,1.482
80,1.928
512,11.875
552,12.777
768,17.592
100,3.273
2004,62.264
286,6.704
296,6.948
70,1.713
153,3.642
168,3.991
55,1.895
120,2.887
160,3.773
1024,23.489
1104,25.320
1536,34.989
200,6.450
4008,1000000000.000
572,13.219
592,13.731
140,4.547
306,7.183
336,7.796
110,3.614
240,5.625
320,7.481
2048,46.524
2208,1000000000.000
3072,1000000000.000
400,12.768
10000000,1000000000.000
1144,26.254
1184,27.208
280,6.560
612,14.098
672,15.521
220,7.099
