data_size(MB),time(ms)
42,1.122
28,0.807
56,1.468
84,2.084
112,2.728
448,10.421
504,11.722
672,15.521
140,4.547
392,12.514
70,1.713
224,5.273
266,6.255
336,7.796
14,0.458
196,6.334
280,6.560
98,3.235
21,0.612
49,1.245
147,3.507
168,3.991
7,0.279
35,0.936
77,2.544
896,20.512
1008,23.061
1344,30.610
786,24.761
532,12.344
560,12.921
294,6.905
154,4.981
1792,40.805
2016,45.765
2688,1000000000.000
1572,49.193
1064,24.474
1120,25.590
588,13.620
308,9.881
10000000,1000000000.000
4032,1000000000.000
3142,1000000000.000
2128,1000000000.000
2240,1000000000.000
784,24.830
1176,26.934
616,19.433
