data_size(MB),time(ms)
6,0.505
4,0.845
8,0.790
12,1.453
16,1.112
128,7.001
136,7.407
192,10.475
20,1.265
392,20.473
10,0.725
64,3.594
70,3.815
96,5.291
2,0.316
196,10.367
72,4.092
14,0.935
3,0.514
7,0.702
32,1.883
37,2.202
48,2.792
1,0.198
5,0.479
98,7.214
40,2.341
11,0.975
24,1.485
256,13.784
272,14.557
384,20.549
786,40.661
140,7.433
144,7.793
28,1.659
74,4.115
80,4.472
22,1.809
512,27.333
544,29.014
768,41.004
1572,1000000000.000
280,14.544
288,15.476
56,3.081
148,8.051
160,8.669
44,3.433
1024,54.547
1088,1000000000.000
1536,1000000000.000
3142,1000000000.000
560,29.092
576,30.724
112,5.903
296,15.882
320,17.148
88,6.700
