data_size(MB),time(ms)
15,0.355
10,0.260
20,0.455
30,0.628
40,0.813
256,4.457
276,4.782
384,6.595
50,0.946
1002,16.764
25,0.538
128,2.324
143,2.534
192,3.354
5,0.166
502,8.536
148,2.621
35,0.725
7,0.204
17,0.399
64,1.181
76,1.414
96,1.738
2,0.107
12,0.299
250,4.356
84,1.542
27,0.585
60,1.112
80,1.472
512,8.697
552,9.386
768,12.890
100,1.822
2004,33.101
286,4.945
296,5.124
70,1.301
153,2.714
168,2.981
55,1.032
120,2.183
160,2.835
1024,17.116
1104,18.419
1536,25.471
200,3.508
4008,65.662
572,9.731
592,10.042
140,2.491
306,5.307
336,5.798
110,2.030
240,4.188
320,5.534
2048,33.808
2208,36.390
3072,50.468
400,6.881
10000000,1000000000.000
1144,19.062
1184,19.793
280,4.849
612,10.420
672,11.365
220,3.871
