data_size(MB),time(ms)
15,0.561
10,0.377
20,0.555
30,0.889
40,0.922
256,4.792
276,5.163
384,7.104
50,1.530
1002,21.072
25,0.638
128,2.482
143,2.768
192,3.665
5,1.164
502,10.677
148,2.878
35,1.004
7,0.320
17,0.493
64,1.346
76,1.573
96,1.917
2,0.264
12,0.603
250,5.429
84,1.698
27,1.094
60,1.273
80,1.617
512,9.368
552,10.058
768,13.801
100,2.677
2004,41.564
286,5.339
296,5.520
70,1.458
153,2.950
168,3.194
55,1.655
120,2.341
160,3.050
1024,18.223
1104,19.621
1536,26.992
200,5.096
4008,95.042
572,10.455
592,10.819
140,2.728
306,5.735
336,6.259
110,3.049
240,4.530
320,5.919
2048,35.760
2208,38.435
3072,52.984
400,9.858
10000000,1000000000.000
1144,20.340
1184,20.981
280,5.241
612,11.143
672,12.144
220,5.574
