data_size(MB),time(ms)
15,0.354
10,0.295
20,0.536
30,0.568
40,0.674
256,3.155
276,3.405
384,4.609
50,1.051
1002,15.197
25,0.496
128,1.680
143,1.852
192,2.377
5,0.233
502,7.960
148,1.899
35,0.623
7,0.257
17,0.392
64,0.977
76,1.119
96,1.333
2,0.207
12,0.319
250,4.158
84,1.189
27,0.668
60,0.915
80,1.154
512,6.120
552,6.662
768,9.039
100,1.869
2004,29.437
286,3.522
296,3.647
70,1.038
153,1.963
168,2.120
55,1.129
120,1.591
160,2.029
1024,12.005
1104,13.037
1536,17.957
200,3.386
4008,57.793
572,6.786
592,7.066
140,2.481
306,3.737
336,4.103
110,2.025
240,2.974
320,3.923
2048,23.822
2208,25.652
3072,35.526
400,6.480
10000000,1000000000.000
1144,13.283
1184,13.900
280,3.457
612,7.324
672,8.034
220,3.688
