data_size(MB),time(ms)
42,0.847
28,0.592
56,1.045
84,1.542
112,2.044
448,7.688
504,8.613
672,11.365
140,2.491
392,6.739
70,1.301
224,3.933
266,4.640
336,5.798
14,0.335
196,3.445
280,4.849
98,1.795
21,0.465
49,0.931
147,2.608
168,2.981
7,0.204
35,0.725
77,1.422
896,15.101
1008,16.874
1344,22.331
786,13.251
532,9.054
560,9.518
294,5.088
154,2.740
1792,29.635
2016,33.273
2688,44.196
1572,26.180
1064,17.783
1120,18.687
588,9.988
308,5.322
10000000,1000000000.000
4032,66.114
3142,51.582
2128,35.093
2240,36.970
784,13.221
1176,19.607
616,10.444
