data_size(MB),time(ms)
42,0.635
28,0.456
56,0.817
84,1.153
112,1.504
448,5.571
504,6.238
672,8.162
140,2.732
400,7.626
70,1.008
224,2.908
266,3.398
336,4.262
14,0.270
200,3.855
280,3.569
98,1.964
21,0.375
49,0.741
147,1.947
168,2.201
7,0.159
35,0.530
100,1.974
77,1.537
896,10.894
1008,12.209
1344,16.160
800,15.022
532,6.586
560,6.986
196,3.793
294,3.755
154,2.983
1792,21.236
2016,23.804
2688,1000000000.000
1600,30.061
1064,12.844
1120,13.543
392,7.441
588,7.211
308,5.820
3584,1000000000.000
4032,1000000000.000
5376,1000000000.000
3200,1000000000.000
2128,1000000000.000
2240,1000000000.000
784,14.800
1176,14.213
616,11.577
