data_size(MB),time(ms)
42,0.454
28,0.356
56,0.547
84,0.741
112,0.930
448,2.998
504,3.356
672,4.336
140,1.390
400,3.263
70,0.642
224,1.643
266,1.897
336,2.323
14,0.269
200,1.793
280,1.997
98,1.017
21,0.311
49,0.500
147,1.145
168,1.284
7,0.248
35,0.406
100,1.033
77,0.858
896,5.639
1008,6.351
1344,8.308
800,6.039
532,3.534
560,3.687
196,1.775
294,2.072
154,1.500
1792,11.005
2016,12.281
2688,16.257
1600,11.825
1064,6.680
1120,7.007
392,3.223
588,3.846
308,2.712
3584,21.351
4032,24.187
5376,1000000000.000
3200,23.103
2128,12.882
2240,13.608
784,5.932
1176,7.297
616,4.989
