data_size(MB),time(ms)
42,0.252
28,0.188
56,0.328
84,0.472
112,0.585
448,2.143
504,2.368
672,3.130
140,0.711
400,1.927
70,0.387
224,1.099
266,1.297
336,1.606
14,0.121
200,1.006
280,1.365
98,0.526
21,0.152
49,0.319
147,0.751
168,0.834
7,0.088
35,0.270
100,0.545
77,0.428
896,4.179
1008,4.657
1344,6.181
800,3.766
532,2.528
560,2.643
196,0.995
294,1.416
154,0.778
1792,8.342
2016,9.240
2688,12.320
1600,7.389
1064,4.944
1120,5.238
392,1.889
588,2.759
308,1.487
3584,16.509
4032,18.447
5376,1000000000.000
3200,14.766
2128,9.921
2240,10.328
784,3.710
1176,5.419
616,2.909
