data_size(MB),time(ms)
6,0.085
4,0.078
8,0.097
12,0.112
16,0.132
128,0.662
136,0.700
192,0.948
20,0.150
400,1.927
7,0.088
10,0.106
64,0.373
70,0.387
96,0.545
2,0.069
200,1.006
72,0.437
14,0.121
3,0.077
32,0.215
37,0.240
48,0.287
1,0.070
5,0.084
100,0.545
40,0.254
11,0.113
24,0.171
256,1.259
272,1.330
384,1.825
800,3.766
13,0.120
140,0.711
25,0.177
144,0.733
28,0.188
74,0.418
80,0.447
22,0.205
512,2.431
544,2.590
768,3.563
1600,7.389
280,1.365
288,1.385
56,0.328
148,0.759
160,0.836
44,0.267
1024,4.792
1088,5.056
1536,7.065
3200,14.766
560,2.643
576,2.689
112,0.585
296,1.434
320,1.548
88,0.476
