data_size(MB),time(ms)
6,0.137
4,0.138
8,0.139
12,0.147
16,0.162
128,0.491
136,0.520
192,0.671
20,0.170
400,1.774
7,0.120
10,0.137
64,0.305
70,0.309
96,0.401
2,0.123
200,0.921
72,0.367
14,0.143
3,0.137
32,0.270
37,0.220
48,0.260
1,0.134
5,0.132
100,0.547
40,0.229
11,0.150
24,0.179
256,0.853
272,0.895
384,1.210
800,3.299
13,0.143
140,0.517
25,0.184
144,0.534
28,0.184
74,0.334
80,0.349
22,0.196
512,1.567
544,1.688
768,2.329
1600,1000000000.000
280,0.904
288,0.940
56,0.265
148,0.541
160,0.577
44,0.283
1024,3.067
1088,1000000000.000
1536,1000000000.000
3200,1000000000.000
560,1.717
576,1.776
112,0.432
296,0.954
320,1.028
88,0.450
