data_size(MB),time(ms)
42,0.479
28,0.339
56,0.614
84,0.889
112,1.154
448,4.240
504,4.756
672,6.263
140,1.422
400,3.737
70,0.754
224,2.207
266,2.600
336,3.238
14,0.195
200,1.973
280,2.721
98,1.053
21,0.269
49,0.551
147,1.492
168,1.690
7,0.129
35,0.417
100,1.055
77,0.832
896,8.248
1008,9.246
1344,12.180
800,7.436
532,4.979
560,5.229
196,1.986
294,2.854
154,1.565
1792,16.163
2016,18.115
2688,24.152
1600,14.582
1064,9.731
1120,10.227
392,3.781
588,5.483
308,2.914
3584,32.182
4032,36.119
5376,1000000000.000
3200,27.976
2128,19.130
2240,20.128
784,7.291
1176,10.727
616,5.622
