data_size(MB),time(ms)
42,0.229
28,0.184
56,0.265
84,0.362
112,0.432
448,1.384
504,1.537
672,2.054
140,0.517
400,1.774
70,0.309
224,0.752
266,0.870
336,1.070
14,0.143
200,0.921
280,0.904
98,0.482
21,0.203
49,0.285
147,0.531
168,0.591
7,0.120
35,0.210
100,0.547
77,0.421
896,2.691
1008,3.005
1344,1000000000.000
800,3.299
532,1.635
560,1.717
196,0.880
294,0.952
154,0.712
1792,1000000000.000
2016,1000000000.000
2688,1000000000.000
1600,1000000000.000
1064,1000000000.000
1120,1000000000.000
392,1.687
588,1.791
308,1.342
3584,1000000000.000
4032,1000000000.000
5376,1000000000.000
3200,1000000000.000
2128,1000000000.000
2240,1000000000.000
784,3.187
1176,1000000000.000
616,2.538
