data_size(MB),time(ms)
6,0.266
4,0.251
8,0.254
12,0.263
16,0.286
128,1.046
136,1.093
192,1.452
20,0.354
400,3.263
7,0.248
10,0.247
64,0.608
70,0.642
96,0.826
2,0.233
200,1.793
72,0.654
14,0.269
3,0.239
32,0.382
37,0.416
48,0.543
1,0.234
5,0.237
100,1.033
40,0.440
11,0.279
24,0.332
256,1.837
272,1.950
384,2.644
800,6.039
13,0.266
140,1.390
25,0.340
144,1.136
28,0.356
74,0.670
80,0.704
22,0.364
512,3.417
544,3.577
768,4.940
1600,11.825
280,1.997
288,2.039
56,0.547
148,1.168
160,1.240
44,0.561
1024,6.445
1088,6.767
1536,9.415
3200,23.103
560,3.687
576,3.742
112,0.930
296,2.101
320,2.231
88,0.936
