data_size(MB),time(ms)
42,0.628
28,0.460
56,0.830
84,1.173
112,1.564
448,5.841
504,6.404
672,8.477
140,2.725
400,7.540
70,1.023
224,2.983
266,3.488
336,4.321
14,0.272
200,3.850
280,3.716
98,1.982
21,0.376
49,0.765
147,1.975
168,2.224
7,0.178
35,0.542
100,2.012
77,1.472
896,11.377
1008,12.619
1344,1000000000.000
800,14.618
532,6.929
560,7.189
196,3.798
294,3.801
154,2.776
1792,1000000000.000
2016,1000000000.000
2688,1000000000.000
1600,1000000000.000
1064,1000000000.000
1120,1000000000.000
392,7.376
588,7.444
308,5.339
3584,1000000000.000
4032,1000000000.000
5376,1000000000.000
3200,1000000000.000
2128,1000000000.000
2240,1000000000.000
784,14.526
1176,1000000000.000
616,10.378
