data_size(MB),time(ms)
42,0.276
28,0.232
56,0.352
84,0.417
112,0.513
448,1.613
504,1.778
672,2.317
140,0.615
400,1.711
70,0.368
224,0.881
266,1.025
336,1.254
14,0.225
200,0.956
280,1.082
98,0.562
21,0.211
49,0.341
147,0.640
168,0.702
7,0.177
35,0.337
100,0.580
77,0.474
896,3.085
1008,3.423
1344,4.493
800,3.230
532,1.934
560,2.020
196,0.978
294,1.149
154,0.814
1792,5.938
2016,6.644
2688,8.750
1600,6.332
1064,3.603
1120,3.786
392,1.711
588,2.050
308,1.367
3584,11.638
4032,12.973
5376,1000000000.000
3200,12.143
2128,7.009
2240,7.367
784,3.205
1176,3.932
616,2.560
