data_size(MB),time(ms)
15,0.126
10,0.106
20,0.150
30,0.199
40,0.254
256,1.259
276,1.341
384,1.825
50,0.297
1002,4.690
25,0.177
128,0.662
143,0.733
192,0.948
5,0.084
502,2.389
148,0.759
35,0.270
7,0.088
17,0.137
64,0.373
76,0.421
96,0.545
2,0.069
12,0.112
250,1.226
84,0.472
27,0.187
60,0.343
80,0.447
512,2.431
552,2.688
768,3.563
100,0.545
2004,9.238
286,1.391
296,1.434
70,0.387
153,0.770
168,0.834
55,0.323
120,0.620
160,0.836
1024,4.792
1104,5.096
1536,7.065
200,1.006
4008,18.656
572,2.697
592,2.812
140,0.711
306,1.473
336,1.606
110,0.582
240,1.166
320,1.548
2048,9.455
2208,10.123
3072,14.102
400,1.927
8016,1000000000.000
1144,5.352
1184,5.499
280,1.365
612,2.857
672,3.130
220,1.080
