data_size(MB),time(ms)
25,0.237
20,0.225
40,0.601
60,0.465
80,0.613
512,2.718
552,2.889
640,3.366
100,0.731
1002,5.217
30,0.270
50,0.399
256,1.413
286,1.539
320,1.738
10,0.161
502,2.661
296,1.617
70,0.531
15,0.175
35,0.302
128,0.912
153,0.868
160,0.927
5,0.122
250,1.375
168,0.947
55,0.745
120,0.842
1024,5.324
1104,5.684
1280,6.621
200,1.126
2004,10.338
572,2.990
592,3.104
140,0.800
306,1.645
336,1.802
110,1.425
240,1.308
2048,10.529
2208,1000000000.000
2560,1000000000.000
400,2.143
4008,1000000000.000
1144,5.945
1184,6.155
280,2.935
612,3.266
672,3.510
220,2.339
480,2.575
4096,1000000000.000
4416,1000000000.000
5120,1000000000.000
800,4.196
8016,1000000000.000
2288,1000000000.000
2368,1000000000.000
560,2.935
1224,6.352
1344,6.922
440,4.562
