data_size(MB),time(ms)
25,0.183
20,0.154
40,0.256
60,0.343
80,0.448
512,2.444
552,2.622
640,3.047
100,0.533
1002,4.729
30,0.200
50,0.301
256,1.267
286,1.409
320,1.566
10,0.115
502,2.410
296,1.456
70,0.393
15,0.131
35,0.230
128,0.673
153,0.784
160,0.813
5,0.088
250,1.242
168,0.840
55,0.337
120,0.632
1024,4.842
1104,5.148
1280,5.981
200,1.023
2004,9.339
572,2.740
592,2.843
140,0.722
306,1.486
336,1.624
110,0.599
240,1.183
2048,9.551
2208,10.210
2560,12.000
400,1.943
4008,18.766
1144,5.388
1184,5.551
280,1.377
612,2.890
672,3.179
220,1.099
480,2.289
4096,19.208
4416,1000000000.000
5120,1000000000.000
800,3.803
8016,1000000000.000
2288,10.673
2368,11.082
560,2.674
1224,5.685
1344,6.264
440,2.127
