data_size(MB),time(ms)
70,0.393
56,0.326
112,0.593
168,0.840
224,1.111
896,4.225
1008,4.698
1120,5.273
280,1.377
400,1.943
84,0.454
140,0.722
448,2.158
532,2.544
560,2.674
28,0.191
200,1.023
196,0.997
42,0.251
98,0.529
294,1.431
14,0.123
100,0.533
336,1.624
154,0.791
1792,8.422
2016,9.326
2240,10.437
800,3.803
1064,5.002
392,1.915
588,2.798
672,3.179
308,1.515
3584,16.642
4032,18.648
4480,1000000000.000
1600,7.469
2128,9.993
784,3.737
1176,5.477
1344,6.264
616,2.946
7168,1000000000.000
8064,1000000000.000
8960,1000000000.000
3200,14.897
4256,1000000000.000
1568,7.328
2352,10.909
2688,12.412
1232,5.773
