data_size(MB),time(ms)
10,0.226
8,0.193
16,0.307
24,0.404
32,0.514
256,3.404
272,3.567
320,4.178
40,0.850
400,7.452
12,0.263
20,0.368
128,1.743
140,1.903
160,2.182
4,0.143
200,3.807
144,1.921
28,0.458
7,0.185
14,0.276
64,0.937
74,1.055
80,1.129
2,0.153
100,1.991
22,0.397
6,0.169
48,0.712
512,6.599
544,7.076
640,8.296
800,14.642
280,5.250
288,3.718
56,0.824
148,2.042
44,0.684
96,1.323
1024,13.226
1088,1000000000.000
1280,1000000000.000
1600,1000000000.000
560,7.198
576,7.330
112,1.566
296,3.881
88,1.245
192,2.522
2048,1000000000.000
2176,1000000000.000
2560,1000000000.000
3200,1000000000.000
1120,1000000000.000
1152,1000000000.000
224,2.971
592,7.691
176,2.415
