data_size(MB),time(ms)
25,0.286
20,0.195
40,0.267
60,0.400
80,0.443
512,1.806
552,1.969
640,2.216
100,0.512
1002,3.579
30,0.289
50,0.360
256,0.987
286,1.137
320,1.189
10,0.163
502,1.931
296,1.111
70,0.375
15,0.274
35,0.311
128,0.569
153,0.700
160,0.687
5,0.237
250,1.072
168,0.678
55,0.391
120,0.581
1024,3.434
1104,3.699
1280,4.250
200,0.844
2004,6.839
572,2.067
592,2.063
140,0.598
306,1.197
336,1.219
110,0.590
240,0.983
2048,6.690
2208,7.167
2560,8.295
400,1.515
4008,12.892
1144,3.862
1184,3.984
280,1.099
612,2.168
672,2.286
220,0.968
480,1.745
4096,13.209
4416,1000000000.000
5120,1000000000.000
800,2.855
8016,1000000000.000
2288,7.488
2368,7.718
560,1.956
1224,4.055
1344,4.416
440,1.709
