1,2,4,8,16,32,64,128,256,512,1024
11.934539559304454,14.540470657554705,16.814997435804955,18.758119894055206,20.36983803230546,21.65015185055571,22.59906134880596,23.21656652705621,23.502667385306463,23.457363923556713,23.080656141806962
