data_size(MB),time(ms)
10,0.164
8,0.144
16,0.226
24,0.309
32,0.381
256,2.507
272,2.634
320,3.080
40,0.454
400,3.714
12,0.164
20,0.244
128,1.306
140,1.424
160,1.607
4,0.084
200,1.963
144,1.453
28,0.328
7,0.112
14,0.192
64,0.682
74,0.778
80,0.838
2,0.063
100,1.055
22,0.267
6,0.179
48,0.523
512,4.800
544,5.100
640,5.961
800,7.493
280,2.664
288,2.790
56,0.607
148,1.493
44,0.491
96,0.997
1024,9.387
1088,9.982
1280,11.647
1600,14.655
560,5.269
576,5.398
112,1.154
296,2.876
88,0.932
192,1.917
2048,18.493
2176,19.640
2560,23.077
3200,28.125
1120,10.320
1152,10.492
224,2.220
592,5.513
176,1.747
