data_size(MB),time(ms)
70,0.375
56,0.317
112,0.502
168,0.678
224,0.878
896,3.035
1008,3.368
1120,3.765
280,1.099
400,1.515
84,0.426
140,0.598
448,1.598
532,1.863
560,1.956
28,0.226
200,0.844
196,0.799
42,0.287
98,0.459
294,1.086
14,0.184
100,0.512
336,1.219
154,0.667
1792,5.858
2016,6.529
2240,7.291
800,2.855
1064,3.562
392,1.424
588,2.032
672,2.286
308,1.199
3584,11.531
4032,12.866
4480,1000000000.000
1600,5.261
2128,6.938
784,2.685
1176,3.895
1344,4.416
616,2.238
7168,1000000000.000
8064,1000000000.000
8960,1000000000.000
3200,10.742
4256,1000000000.000
1568,5.179
2352,7.598
2688,8.646
1232,4.286
